application_id,jobseeker_id,job_role,industry,employer_id,application_date,status
A12053,JS17748,Brand Manager,Marketing,EMP10456,2024-09-08,Rejected
A12054,JS19054,Marketing Specialist,Marketing,EMP10026,2024-04-10,Accepted
A12055,JS13118,Sales Associate,Retail,EMP10369,2024-10-25,Rejected
A12056,JS15475,SEO Analyst,Marketing,EMP10030,2024-08-21,Rejected
A12057,JS15451,SEO Analyst,Marketing,EMP10139,2024-09-10,Accepted
A12058,JS14935,Academic Counselor,Education,EMP10294,2024-07-10,Rejected
A12059,JS12427,Librarian,Education,EMP10338,2024-07-16,Pending
A12060,JS19487,Librarian,Education,EMP10275,2025-01-07,Rejected
A12061,JS19588,Accountant,Finance,EMP10361,2024-09-02,Rejected
A12062,JS14560,Investment Banker,Finance,EMP10137,2024-10-23,Rejected
A12063,JS13300,Teacher,Education,EMP10353,2024-04-25,Rejected
A12064,JS12115,Medical Assistant,Healthcare,EMP10396,2025-01-19,Rejected
A12065,JS13583,Nurse,Healthcare,EMP10471,2024-05-01,Pending
A12066,JS17690,Cybersecurity Specialist,IT,EMP10136,2024-03-22,Pending
A12067,JS16724,Teacher,Education,EMP10135,2025-01-30,Rejected
A12068,JS17276,Academic Counselor,Education,EMP10163,2024-10-31,Rejected
A12069,JS10628,Librarian,Education,EMP10103,2024-07-07,Rejected
A12070,JS16007,SEO Analyst,Marketing,EMP10294,2024-07-18,Accepted
A12071,JS14261,Investment Banker,Finance,EMP10022,2024-06-21,Rejected
A12072,JS17694,SEO Analyst,Marketing,EMP10180,2024-11-26,Rejected
A12073,JS19557,Investment Banker,Finance,EMP10180,2024-03-20,Rejected
A12074,JS15141,Teacher,Education,EMP10307,2025-03-04,Rejected
A12075,JS15694,Academic Counselor,Education,EMP10450,2024-05-13,Accepted
A12076,JS12820,Pharmacist,Healthcare,EMP10424,2024-10-05,Rejected
A12077,JS11537,Software Engineer,IT,EMP10482,2024-12-09,Rejected
A12078,JS15740,Store Manager,Retail,EMP10373,2024-11-08,Accepted
A12079,JS15169,Nurse,Healthcare,EMP10109,2025-02-17,Rejected
A12080,JS13085,Pharmacist,Healthcare,EMP10203,2024-12-03,Accepted
A12081,JS18893,Data Analyst,IT,EMP10153,2024-06-26,Rejected
A12082,JS17753,Investment Banker,Finance,EMP10190,2025-02-24,Rejected
A12083,JS17371,Store Manager,Retail,EMP10143,2024-07-04,Rejected
A12084,JS11994,Production Manager,Manufacturing,EMP10299,2024-05-28,Rejected
A12085,JS14302,Academic Counselor,Education,EMP10197,2024-10-14,Pending
A12086,JS14290,Brand Manager,Marketing,EMP10033,2025-03-05,Accepted
A12087,JS18264,SEO Analyst,Marketing,EMP10040,2024-12-22,Pending
A12088,JS12343,Software Engineer,IT,EMP10363,2024-10-02,Rejected
A12089,JS12291,Production Manager,Manufacturing,EMP10363,2024-05-03,Rejected
A12090,JS19901,Sales Associate,Retail,EMP10177,2024-08-04,Rejected
A12091,JS10987,Software Engineer,IT,EMP10088,2025-01-31,Accepted
A12092,JS17377,Quality Engineer,Manufacturing,EMP10387,2024-10-25,Rejected
A12093,JS19900,Accountant,Finance,EMP10401,2024-08-31,Rejected
A12094,JS15381,Teacher,Education,EMP10404,2024-08-14,Rejected
A12095,JS10213,Pharmacist,Healthcare,EMP10321,2024-10-18,Accepted
A12096,JS17422,Medical Assistant,Healthcare,EMP10232,2024-06-27,Accepted
A12097,JS12849,Investment Banker,Finance,EMP10260,2024-04-27,Rejected
A12098,JS17205,Production Manager,Manufacturing,EMP10270,2024-06-10,Rejected
A12099,JS16155,Sales Associate,Retail,EMP10090,2024-11-28,Rejected
A12100,JS17266,Financial Analyst,Finance,EMP10389,2024-08-08,Accepted
A12101,JS12943,Financial Analyst,Finance,EMP10261,2024-08-08,Accepted
A12102,JS15373,Marketing Specialist,Marketing,EMP10391,2024-09-16,Rejected
A12103,JS14327,Pharmacist,Healthcare,EMP10479,2024-06-23,Accepted
A12104,JS12115,Medical Assistant,Healthcare,EMP10375,2025-01-02,Rejected
A12105,JS12567,Data Analyst,IT,EMP10477,2024-10-09,Rejected
A12106,JS10176,Store Manager,Retail,EMP10096,2024-09-29,Rejected
A12107,JS16535,Data Analyst,IT,EMP10140,2024-08-23,Rejected
A12108,JS13748,Marketing Specialist,Marketing,EMP10340,2025-01-31,Pending
A12109,JS11900,Store Manager,Retail,EMP10401,2024-09-23,Rejected
A12110,JS11174,Software Engineer,IT,EMP10386,2024-10-31,Pending
A12111,JS15876,Financial Analyst,Finance,EMP10487,2024-10-23,Accepted
A12112,JS18814,Sales Associate,Retail,EMP10470,2024-08-09,Rejected
A12113,JS14277,Data Analyst,IT,EMP10252,2024-10-30,Pending
A12114,JS11807,Sales Associate,Retail,EMP10165,2025-02-12,Accepted
A12115,JS19513,Merchandiser,Retail,EMP10387,2024-03-14,Accepted
A12116,JS15780,Software Engineer,IT,EMP10142,2024-09-28,Rejected
A12117,JS13054,Investment Banker,Finance,EMP10224,2025-01-02,Accepted
A12118,JS12346,Pharmacist,Healthcare,EMP10238,2024-09-12,Rejected
A12119,JS11488,Merchandiser,Retail,EMP10432,2024-09-28,Rejected
A12120,JS14321,Store Manager,Retail,EMP10461,2024-08-22,Accepted
A12121,JS16003,Academic Counselor,Education,EMP10129,2024-06-09,Rejected
A12122,JS13189,Data Analyst,IT,EMP10117,2024-10-16,Rejected
A12123,JS16171,Sales Associate,Retail,EMP10026,2025-02-28,Accepted
A12124,JS14130,Cybersecurity Specialist,IT,EMP10001,2024-04-10,Rejected
A12125,JS12051,Cybersecurity Specialist,IT,EMP10181,2024-07-04,Accepted
A12126,JS14420,Marketing Specialist,Marketing,EMP10178,2024-04-27,Rejected
A12127,JS19533,Marketing Specialist,Marketing,EMP10419,2024-10-06,Rejected
A12128,JS14561,Merchandiser,Retail,EMP10281,2024-12-05,Rejected
A12129,JS17651,Data Analyst,IT,EMP10450,2024-06-11,Rejected
A12130,JS11671,Teacher,Education,EMP10318,2024-07-14,Rejected
A12131,JS11803,Software Engineer,IT,EMP10498,2024-10-23,Accepted
A12132,JS11490,Academic Counselor,Education,EMP10387,2024-03-25,Accepted
A12133,JS10235,Data Analyst,IT,EMP10224,2024-12-25,Accepted
A12134,JS11236,Accountant,Finance,EMP10171,2024-12-17,Accepted
A12135,JS13019,Pharmacist,Healthcare,EMP10493,2025-02-23,Rejected
A12136,JS11704,Brand Manager,Marketing,EMP10462,2024-11-08,Rejected
A12137,JS11014,Production Manager,Manufacturing,EMP10331,2024-06-29,Pending
A12138,JS11789,SEO Analyst,Marketing,EMP10140,2024-11-02,Pending
A12139,JS19944,Academic Counselor,Education,EMP10151,2024-03-31,Rejected
A12140,JS12224,Quality Engineer,Manufacturing,EMP10075,2024-12-02,Accepted
A12141,JS17718,Supply Chain Analyst,Manufacturing,EMP10238,2024-06-28,Rejected
A12142,JS14374,Supply Chain Analyst,Manufacturing,EMP10376,2025-01-11,Accepted
A12143,JS10519,Investment Banker,Finance,EMP10299,2024-07-02,Rejected
A12144,JS15585,Software Engineer,IT,EMP10271,2024-06-20,Rejected
A12145,JS12152,Investment Banker,Finance,EMP10233,2024-09-08,Accepted
A12146,JS11975,Nurse,Healthcare,EMP10435,2024-06-27,Rejected
A12147,JS17917,Accountant,Finance,EMP10036,2024-05-22,Pending
A12148,JS19777,Marketing Specialist,Marketing,EMP10092,2024-09-04,Accepted
A12149,JS18441,Teacher,Education,EMP10035,2024-03-31,Rejected
A12150,JS18674,Quality Engineer,Manufacturing,EMP10348,2024-09-02,Pending
A12151,JS15452,Nurse,Healthcare,EMP10258,2024-05-03,Pending
A12152,JS11519,Data Analyst,IT,EMP10199,2024-07-29,Pending
A12153,JS11219,Supply Chain Analyst,Manufacturing,EMP10022,2024-07-05,Accepted
A12154,JS11548,Store Manager,Retail,EMP10021,2024-06-24,Rejected
A12155,JS13480,Nurse,Healthcare,EMP10101,2024-07-22,Rejected
A12156,JS19684,Quality Engineer,Manufacturing,EMP10252,2024-12-18,Accepted
A12157,JS15390,Data Analyst,IT,EMP10393,2024-05-08,Accepted
A12158,JS16113,Nurse,Healthcare,EMP10189,2024-09-13,Rejected
A12159,JS15559,Brand Manager,Marketing,EMP10121,2024-10-14,Rejected
A12160,JS16610,Store Manager,Retail,EMP10136,2024-08-17,Rejected
A12161,JS11111,SEO Analyst,Marketing,EMP10376,2024-04-04,Accepted
A12162,JS17980,Software Engineer,IT,EMP10318,2024-04-03,Accepted
A12163,JS15169,Nurse,Healthcare,EMP10201,2024-10-30,Pending
A12164,JS19497,Academic Counselor,Education,EMP10312,2024-07-18,Rejected
A12165,JS11380,Data Analyst,IT,EMP10186,2024-06-17,Pending
A12166,JS10566,Production Manager,Manufacturing,EMP10453,2024-09-05,Rejected
A12167,JS14228,Teacher,Education,EMP10018,2025-01-26,Rejected
A12168,JS16870,Store Manager,Retail,EMP10422,2024-11-18,Rejected
A12169,JS19949,Marketing Specialist,Marketing,EMP10368,2024-05-13,Rejected
A12170,JS17836,SEO Analyst,Marketing,EMP10274,2024-10-10,Accepted
A12171,JS15022,Software Engineer,IT,EMP10204,2024-09-11,Rejected
A12172,JS15112,Accountant,Finance,EMP10488,2024-06-26,Accepted
A12173,JS10035,Pharmacist,Healthcare,EMP10112,2025-02-25,Pending
A12174,JS17614,Merchandiser,Retail,EMP10332,2024-04-01,Accepted
A12175,JS11005,Academic Counselor,Education,EMP10021,2024-09-04,Pending
A12176,JS11775,Medical Assistant,Healthcare,EMP10174,2024-07-12,Rejected
A12177,JS16161,Store Manager,Retail,EMP10476,2024-04-15,Rejected
A12178,JS10202,Sales Associate,Retail,EMP10213,2025-02-12,Rejected
A12179,JS11576,Brand Manager,Marketing,EMP10176,2024-11-04,Accepted
A12180,JS18394,Brand Manager,Marketing,EMP10412,2024-06-14,Accepted
A12181,JS12569,Merchandiser,Retail,EMP10095,2024-11-03,Accepted
A12182,JS17044,Merchandiser,Retail,EMP10353,2024-04-28,Rejected
A12183,JS18200,Sales Associate,Retail,EMP10399,2025-03-07,Rejected
A12184,JS18215,Data Analyst,IT,EMP10146,2024-06-17,Rejected
A12185,JS19249,Quality Engineer,Manufacturing,EMP10327,2024-08-06,Rejected
A12186,JS19815,Production Manager,Manufacturing,EMP10028,2025-01-14,Rejected
A12187,JS18708,Sales Associate,Retail,EMP10451,2024-03-13,Rejected
A12188,JS14101,SEO Analyst,Marketing,EMP10222,2024-06-11,Rejected
A12189,JS12964,Academic Counselor,Education,EMP10284,2024-09-01,Accepted
A12190,JS15210,Accountant,Finance,EMP10147,2024-10-09,Accepted
A12191,JS10472,Accountant,Finance,EMP10416,2024-05-15,Accepted
A12192,JS15107,Nurse,Healthcare,EMP10090,2024-10-14,Rejected
A12193,JS16731,Nurse,Healthcare,EMP10294,2025-03-11,Rejected
A12194,JS18924,Brand Manager,Marketing,EMP10177,2025-02-16,Rejected
A12195,JS19603,Accountant,Finance,EMP10362,2024-03-23,Rejected
A12196,JS13571,Brand Manager,Marketing,EMP10279,2024-06-07,Rejected
A12197,JS13654,Software Engineer,IT,EMP10140,2024-07-11,Accepted
A12198,JS19148,Nurse,Healthcare,EMP10061,2024-08-18,Rejected
A12199,JS13616,Data Analyst,IT,EMP10318,2024-09-30,Accepted
A12200,JS10432,Sales Associate,Retail,EMP10189,2024-10-29,Pending
A12201,JS14542,Brand Manager,Marketing,EMP10182,2024-11-02,Rejected
A12202,JS11539,Pharmacist,Healthcare,EMP10083,2024-12-03,Rejected
A12203,JS15347,Quality Engineer,Manufacturing,EMP10320,2024-04-24,Rejected
A12204,JS10788,Sales Associate,Retail,EMP10063,2024-11-28,Rejected
A12205,JS19958,Data Analyst,IT,EMP10342,2025-02-25,Rejected
A12206,JS18268,Marketing Specialist,Marketing,EMP10011,2024-03-18,Pending
A12207,JS13458,Medical Assistant,Healthcare,EMP10265,2024-10-14,Rejected
A12208,JS18263,Medical Assistant,Healthcare,EMP10074,2024-11-19,Rejected
A12209,JS17938,Quality Engineer,Manufacturing,EMP10070,2024-11-17,Accepted
A12210,JS11342,Librarian,Education,EMP10062,2024-08-02,Pending
A12211,JS15378,Librarian,Education,EMP10235,2024-10-04,Rejected
A12212,JS18083,Quality Engineer,Manufacturing,EMP10408,2024-09-19,Rejected
A12213,JS15279,Brand Manager,Marketing,EMP10049,2024-09-13,Accepted
A12214,JS14839,Software Engineer,IT,EMP10495,2024-09-05,Accepted
A12215,JS19030,SEO Analyst,Marketing,EMP10412,2024-03-11,Accepted
A12216,JS13548,Data Analyst,IT,EMP10339,2025-02-19,Rejected
A12217,JS19198,Marketing Specialist,Marketing,EMP10093,2024-12-15,Accepted
A12218,JS10630,Accountant,Finance,EMP10156,2024-09-09,Rejected
A12219,JS11836,Accountant,Finance,EMP10297,2024-07-28,Accepted
A12220,JS12798,Teacher,Education,EMP10145,2024-03-22,Rejected
A12221,JS10201,Merchandiser,Retail,EMP10367,2024-04-21,Rejected
A12222,JS16412,Financial Analyst,Finance,EMP10132,2024-05-24,Accepted
A12223,JS13928,Nurse,Healthcare,EMP10410,2024-10-20,Rejected
A12224,JS12010,Store Manager,Retail,EMP10217,2024-11-20,Rejected
A12225,JS10513,Production Manager,Manufacturing,EMP10088,2024-11-27,Rejected
A12226,JS11204,Accountant,Finance,EMP10202,2024-11-08,Rejected
A12227,JS15478,Marketing Specialist,Marketing,EMP10499,2024-06-02,Rejected
A12228,JS10590,Librarian,Education,EMP10446,2025-01-30,Accepted
A12229,JS10251,Brand Manager,Marketing,EMP10393,2025-01-16,Rejected
A12230,JS12911,Investment Banker,Finance,EMP10133,2024-10-30,Pending
A12231,JS10854,Financial Analyst,Finance,EMP10239,2024-11-09,Rejected
A12232,JS12976,Software Engineer,IT,EMP10440,2024-05-17,Rejected
A12233,JS12560,Sales Associate,Retail,EMP10233,2024-07-14,Accepted
A12234,JS12243,Academic Counselor,Education,EMP10380,2024-08-10,Accepted
A12235,JS11982,Sales Associate,Retail,EMP10088,2024-09-02,Rejected
A12236,JS13853,Supply Chain Analyst,Manufacturing,EMP10302,2025-01-30,Pending
A12237,JS13364,Store Manager,Retail,EMP10060,2024-11-03,Accepted
A12238,JS12839,Marketing Specialist,Marketing,EMP10026,2025-03-07,Accepted
A12239,JS12140,SEO Analyst,Marketing,EMP10022,2024-09-12,Rejected
A12240,JS16053,Nurse,Healthcare,EMP10283,2024-12-04,Accepted
A12241,JS17273,Investment Banker,Finance,EMP10194,2025-01-04,Rejected
A12242,JS18885,Software Engineer,IT,EMP10045,2024-07-07,Rejected
A12243,JS16253,Academic Counselor,Education,EMP10030,2025-01-05,Rejected
A12244,JS19872,Supply Chain Analyst,Manufacturing,EMP10053,2024-11-28,Rejected
A12245,JS16931,Data Analyst,IT,EMP10059,2025-01-19,Rejected
A12246,JS18650,SEO Analyst,Marketing,EMP10167,2024-08-11,Rejected
A12247,JS12535,Nurse,Healthcare,EMP10157,2025-01-21,Rejected
A12248,JS12482,Sales Associate,Retail,EMP10363,2024-06-14,Rejected
A12249,JS15397,Store Manager,Retail,EMP10344,2024-04-15,Pending
A12250,JS11334,Cybersecurity Specialist,IT,EMP10458,2025-01-01,Pending
A12251,JS10627,Librarian,Education,EMP10268,2024-09-13,Rejected
A12252,JS15385,Software Engineer,IT,EMP10401,2025-01-07,Accepted
A12253,JS15592,Merchandiser,Retail,EMP10406,2024-09-14,Rejected
A12254,JS10509,Supply Chain Analyst,Manufacturing,EMP10108,2024-04-06,Accepted
A12255,JS19101,Store Manager,Retail,EMP10082,2024-09-28,Rejected
A12256,JS17317,Cybersecurity Specialist,IT,EMP10127,2024-08-14,Accepted
A12257,JS14689,Teacher,Education,EMP10459,2024-05-20,Accepted
A12258,JS18143,Teacher,Education,EMP10169,2024-08-15,Rejected
A12259,JS16154,Production Manager,Manufacturing,EMP10111,2024-08-15,Accepted
A12260,JS10354,Brand Manager,Marketing,EMP10009,2024-12-19,Pending
A12261,JS10308,Financial Analyst,Finance,EMP10103,2024-08-28,Accepted
A12262,JS19778,Data Analyst,IT,EMP10138,2024-12-21,Rejected
A12263,JS18272,Production Manager,Manufacturing,EMP10156,2025-01-02,Accepted
A12264,JS18745,Sales Associate,Retail,EMP10306,2025-02-04,Rejected
A12265,JS14291,Sales Associate,Retail,EMP10329,2024-10-01,Rejected
A12266,JS11319,Data Analyst,IT,EMP10293,2024-08-17,Rejected
A12267,JS18350,Librarian,Education,EMP10428,2024-04-07,Rejected
A12268,JS15287,Academic Counselor,Education,EMP10109,2024-08-14,Accepted
A12269,JS15642,Pharmacist,Healthcare,EMP10224,2025-02-24,Rejected
A12270,JS13024,Librarian,Education,EMP10119,2024-06-09,Rejected
A12271,JS11219,Supply Chain Analyst,Manufacturing,EMP10344,2025-01-13,Rejected
A12272,JS17857,Software Engineer,IT,EMP10192,2024-06-06,Rejected
A12273,JS17812,Software Engineer,IT,EMP10203,2025-01-02,Accepted
A12274,JS19670,SEO Analyst,Marketing,EMP10187,2024-10-15,Accepted
A12275,JS12474,Teacher,Education,EMP10378,2024-08-10,Accepted
A12276,JS15143,Merchandiser,Retail,EMP10377,2024-05-30,Rejected
A12277,JS11534,Quality Engineer,Manufacturing,EMP10111,2025-01-12,Accepted
A12278,JS12363,Store Manager,Retail,EMP10435,2024-10-04,Rejected
A12279,JS16957,Investment Banker,Finance,EMP10456,2024-04-26,Rejected
A12280,JS19912,Nurse,Healthcare,EMP10295,2024-06-12,Rejected
A12281,JS15350,Merchandiser,Retail,EMP10317,2024-03-15,Rejected
A12282,JS16860,Brand Manager,Marketing,EMP10078,2025-03-10,Rejected
A12283,JS16100,Supply Chain Analyst,Manufacturing,EMP10033,2024-05-26,Accepted
A12284,JS14587,SEO Analyst,Marketing,EMP10077,2024-05-05,Rejected
A12285,JS17087,Librarian,Education,EMP10376,2024-12-25,Rejected
A12286,JS11027,Software Engineer,IT,EMP10315,2025-01-15,Accepted
A12287,JS11855,Pharmacist,Healthcare,EMP10006,2024-08-17,Rejected
A12288,JS19558,Store Manager,Retail,EMP10392,2024-04-30,Accepted
A12289,JS12229,Store Manager,Retail,EMP10076,2024-07-06,Rejected
A12290,JS15350,Merchandiser,Retail,EMP10171,2024-12-01,Accepted
A12291,JS13321,Quality Engineer,Manufacturing,EMP10364,2025-01-23,Rejected
A12292,JS10231,Cybersecurity Specialist,IT,EMP10336,2024-11-04,Rejected
A12293,JS13590,Academic Counselor,Education,EMP10205,2024-09-27,Rejected
A12294,JS19889,Cybersecurity Specialist,IT,EMP10473,2024-08-21,Rejected
A12295,JS15716,SEO Analyst,Marketing,EMP10489,2024-07-06,Rejected
A12296,JS10705,Quality Engineer,Manufacturing,EMP10457,2024-03-21,Accepted
A12297,JS10065,Merchandiser,Retail,EMP10335,2024-11-02,Accepted
A12298,JS13435,Pharmacist,Healthcare,EMP10404,2024-06-17,Rejected
A12299,JS14892,Quality Engineer,Manufacturing,EMP10165,2024-08-14,Accepted
A12300,JS18527,Sales Associate,Retail,EMP10034,2024-08-11,Rejected
A12301,JS11791,Production Manager,Manufacturing,EMP10149,2024-07-31,Rejected
A12302,JS19317,Librarian,Education,EMP10069,2025-01-19,Rejected
A12303,JS12147,Store Manager,Retail,EMP10062,2025-01-25,Rejected
A12304,JS10018,Nurse,Healthcare,EMP10482,2024-06-26,Rejected
A12305,JS10529,Nurse,Healthcare,EMP10292,2024-10-17,Accepted
A12306,JS10858,Marketing Specialist,Marketing,EMP10029,2024-09-15,Pending
A12307,JS13486,Marketing Specialist,Marketing,EMP10241,2024-09-02,Rejected
A12308,JS10370,Librarian,Education,EMP10284,2024-03-22,Rejected
A12309,JS11302,Investment Banker,Finance,EMP10141,2025-01-07,Pending
A12310,JS12993,Pharmacist,Healthcare,EMP10186,2024-07-10,Rejected
A12311,JS18792,Accountant,Finance,EMP10109,2024-06-06,Rejected
A12312,JS18065,Brand Manager,Marketing,EMP10145,2024-08-11,Rejected
A12313,JS19463,Medical Assistant,Healthcare,EMP10189,2024-07-04,Rejected
A12314,JS12074,Financial Analyst,Finance,EMP10128,2024-06-23,Rejected
A12315,JS15296,Store Manager,Retail,EMP10186,2025-01-16,Rejected
A12316,JS12241,Financial Analyst,Finance,EMP10086,2024-06-15,Accepted
A12317,JS13094,SEO Analyst,Marketing,EMP10158,2025-01-22,Accepted
A12318,JS14338,Supply Chain Analyst,Manufacturing,EMP10284,2024-06-18,Accepted
A12319,JS12482,Sales Associate,Retail,EMP10152,2024-10-15,Accepted
A12320,JS10648,Production Manager,Manufacturing,EMP10297,2024-11-18,Rejected
A12321,JS10257,Teacher,Education,EMP10190,2024-07-19,Rejected
A12322,JS12341,Cybersecurity Specialist,IT,EMP10438,2024-06-30,Rejected
A12323,JS13590,Academic Counselor,Education,EMP10137,2024-04-20,Rejected
A12324,JS11589,Marketing Specialist,Marketing,EMP10259,2024-05-01,Rejected
A12325,JS12878,Cybersecurity Specialist,IT,EMP10067,2024-04-22,Accepted
A12326,JS19181,SEO Analyst,Marketing,EMP10151,2024-11-19,Rejected
A12327,JS13718,Teacher,Education,EMP10252,2024-09-07,Pending
A12328,JS17514,Sales Associate,Retail,EMP10420,2024-08-05,Rejected
A12329,JS18131,Supply Chain Analyst,Manufacturing,EMP10143,2024-05-16,Accepted
A12330,JS10495,Store Manager,Retail,EMP10282,2024-03-29,Accepted
A12331,JS14742,Cybersecurity Specialist,IT,EMP10139,2025-02-25,Accepted
A12332,JS13246,Financial Analyst,Finance,EMP10236,2024-10-07,Accepted
A12333,JS13642,Pharmacist,Healthcare,EMP10398,2024-11-19,Rejected
A12334,JS15565,Investment Banker,Finance,EMP10324,2024-03-23,Pending
A12335,JS11345,Data Analyst,IT,EMP10340,2025-02-03,Rejected
A12336,JS18841,Production Manager,Manufacturing,EMP10080,2024-04-09,Accepted
A12337,JS13361,Sales Associate,Retail,EMP10392,2024-12-08,Rejected
A12338,JS14308,Academic Counselor,Education,EMP10447,2024-05-18,Rejected
A12339,JS16003,Academic Counselor,Education,EMP10428,2025-02-09,Rejected
A12340,JS11310,Teacher,Education,EMP10035,2024-10-03,Rejected
A12341,JS16799,Investment Banker,Finance,EMP10387,2024-11-05,Pending
A12342,JS15444,Financial Analyst,Finance,EMP10420,2024-06-15,Pending
A12343,JS17442,Software Engineer,IT,EMP10319,2025-02-22,Pending
A12344,JS17945,SEO Analyst,Marketing,EMP10026,2024-06-17,Rejected
A12345,JS10506,Merchandiser,Retail,EMP10196,2025-03-02,Accepted
A12346,JS13781,Nurse,Healthcare,EMP10293,2024-09-24,Accepted
A12347,JS15477,Brand Manager,Marketing,EMP10054,2024-05-13,Accepted
A12348,JS13767,Librarian,Education,EMP10213,2024-10-03,Rejected
A12349,JS12707,Teacher,Education,EMP10119,2024-03-14,Rejected
A12350,JS10913,Sales Associate,Retail,EMP10130,2025-03-02,Accepted
A12351,JS16583,Accountant,Finance,EMP10295,2024-03-20,Rejected
A12352,JS15306,Pharmacist,Healthcare,EMP10246,2025-01-11,Accepted
A12353,JS17451,Store Manager,Retail,EMP10038,2024-11-27,Rejected
A12354,JS15852,Investment Banker,Finance,EMP10388,2024-10-25,Rejected
A12355,JS17553,SEO Analyst,Marketing,EMP10496,2024-05-13,Rejected
A12356,JS10296,Marketing Specialist,Marketing,EMP10411,2025-01-24,Rejected
